6,+,2,8,8,1
6,x,11,66,66,1
6,+,10,60,16,0
6,x,5,30,30,1
6,x,6,36,36,1
6,-,11,-5,-5,1
6,x,10,60,60,1
6,+,4,10,10,1
6,x,6,r,36,0
6,+,7,t,13,0
6,+,6,4,12,0
6,+,0,4,6,0
6,+,11,4,17,0
6,+,5,4,11,0
